No.,Place  of measurement,Place  of measurement,Type of place,Type of place,Description,75-87,"87-109
FM","109-300 VHF-TV, CB, AirCom",300 - 450 TETRA,"450-860
UHF-TV, LTE-800","860-1000
GSM-900","1000 - 1700 Navigation, GPS, DAB","1700-2200 GSM-1800, UMTS","2200-3000 WiFi, LTE-2600","75-3000
TOTAL",Location,"Coordinates (Latitude,Longtitude)"
510,Airport,Grafeio,I,R,,0.02676,0.12148,0.05899,0.03501,0.09416,0.06998,0.05972,0.18991,0.18376,0.328,,
511,Airport,Grafeio,I,R,,0.02644,0.08951,0.05912,0.03526,0.07639,0.04813,0.06,0.11439,0.1646,0.256,,
512,Airport,Iatreio,I,R,,0.02606,0.0519,0.0595,0.03508,0.05664,0.02969,0.06,0.07706,0.16219,0.219,,
513,Airport,WaitingRoom,I,R,,0.02796,0.14439,0.05933,0.03518,0.07771,0.06553,0.05981,0.14529,0.16779,0.299,,
514,Airport,WaitingRoom,I,R,,0.0265,0.08453,0.05939,0.03515,0.05623,0.03351,0.05983,1.0088,0.16753,1.033,,
515,Airport,WaitingRoom,I,R,,0.02619,0.03498,0.05945,0.03511,0.04947,0.02613,0.05987,0.15031,0.16696,0.253,,
516,Airport,CheckIn,I,R,,0.0259,0.03674,0.05914,0.03497,0.05079,0.02615,0.05963,0.24618,0.16273,0.317,,
517,Airport,Parking,O,R,,0.02686,0.12456,0.05912,0.03499,0.0829,0.04355,0.05976,2.5023,0.1626,2.514,,
518,,Street,O,SU,,0.02523,0.03514,0.05692,0.03377,0.04665,0.02412,0.05782,1.71618,0.15901,1.727,A01.19.01.2017 COSMOTE MESSINIA,
519,,Street,O,SU,,0.02511,0.03129,0.0574,0.03395,0.04583,0.03468,0.05804,1.02047,0.15712,1.039,,
520,,Street,O,SU,,0.02507,0.03142,0.05761,0.03407,0.04566,0.02326,0.05824,0.4717,0.15752,0.509,,
521,,Street,O,SU,,0.02553,0.03459,0.05776,0.03411,0.04662,0.02334,0.05828,1.09506,0.15755,1.112,,
522,,Street,O,SU,,0.0254,0.03314,0.05787,0.03424,0.06158,0.11567,0.05843,0.47453,0.1583,0.526,,
523,,Street,O,SU,,0.02545,0.03277,0.05803,0.0343,0.04874,0.04894,0.05858,0.6886,0.15853,0.717,,
524,,Street,O,SU,,0.02562,0.03883,0.05792,0.03436,0.05401,0.06018,0.05857,0.4993,0.15855,0.54,,
525,AP,Street,O,R,,0.02513,0.03042,0.05786,0.0342,0.08902,0.09551,0.05868,0.10303,0.15984,0.25,A02.03.04.2017 COSMOTE FILIA,
526,AP,Street,O,R,,0.02563,0.03023,0.05817,0.03427,0.09923,0.21881,0.0587,0.1587,0.16147,0.344,,
527,AP,Street,O,R,,0.02514,0.03036,0.05784,0.03423,0.11651,0.19545,0.05872,0.14545,0.15841,0.328,,
528,AP,Street,O,R,,0.02553,0.03089,0.05777,0.03426,0.3994,0.81972,0.05874,0.67419,0.16234,1.15,,
529,AP,Street,O,R,,0.02506,0.031,0.05779,0.03422,0.33579,0.78298,0.05857,0.66503,0.16055,1.097,,
530,AP,Street,O,R,,0.02532,0.0306,0.05794,0.03409,0.32358,0.84413,0.05867,0.57478,0.16263,1.088,,
531,AP,Street,O,R,,0.02573,0.03148,0.05795,0.03438,0.57492,1.08862,0.05867,0.68324,0.16495,1.421,,
532,AP,Street,O,R,,0.02541,0.03086,0.05819,0.03442,0.35083,0.22092,0.05885,0.12513,0.17199,0.476,,
533,AP,Street,O,R,,0.02595,0.03088,0.0584,0.03448,0.30365,0.53702,0.05918,0.31494,0.1599,0.718,,
534,AP,Street,O,R,,0.02534,0.03126,0.05835,0.0345,0.62766,1.16576,0.05887,0.71188,0.1599,1.515,,
535,AP,Street,O,R,,0.02534,0.03137,0.05805,0.03434,0.24286,0.48097,0.05867,0.29197,0.1636,0.642,,
536,,Street,O,U,,0.02522,0.03445,0.05734,0.03395,0.13741,0.49169,0.05829,0.76161,0.26667,0.96,A03.03.04.2017 COSMOTE PYRGOS,
537,,Street,O,U,,0.02543,0.03514,0.05806,0.03443,0.16799,0.36367,0.05867,0.61556,0.15907,0.758,,
538,,Street,O,U,,0.02555,0.03448,0.05824,0.03457,0.22931,0.88638,0.05893,0.99138,0.16428,1.363,,
539,,Street,O,U,,0.02552,0.03303,0.0584,0.03466,0.08877,0.37628,0.05885,0.56421,0.16304,0.71,,
540,,Street,O,U,,0.02586,0.03156,0.05864,0.0345,0.08173,0.2063,0.05899,0.32372,0.16777,0.438,,
541,,Street,O,U,,0.0258,0.03264,0.05827,0.0345,0.07652,0.20951,0.05898,0.23447,0.1708,0.379,,
542,,Street,O,U,,0.02579,0.04221,0.0583,0.03442,0.06622,0.11063,0.05884,0.23378,0.16196,0.329,,
543,,Street,O,U,,0.02554,0.03532,0.05806,0.03437,0.07561,0.06341,0.0587,0.14861,0.16492,0.263,,
544,,Street,O,U,,0.02559,0.03474,0.05807,0.03454,0.24576,0.11287,0.05877,0.69057,0.16332,0.766,,
545,AP,Street,O,R,,0.02548,0.03321,0.05762,0.0343,0.19689,0.02938,0.05775,0.12218,0.16011,0.3,A04.04.04.2017 COSMOTE THOMAIKA,
546,AP,Street,O,R,,0.02234,0.03267,0.05692,0.03442,0.28449,0.03195,0.05836,0.07354,0.16986,0.354,,
547,AP,Street,O,R,,0.02595,0.03151,0.0572,0.03495,0.42985,0.02784,0.05944,0.07306,0.1654,0.477,,
548,AP,Street,O,R,,0.02479,0.033,0.0588,0.03388,0.33825,0.03455,0.05924,0.07504,0.16265,0.397,,
549,AP,Street,O,R,,0.02713,0.03249,0.05803,0.03368,0.39806,0.0347,0.05849,0.07606,0.17081,0.452,,
550,AP,Street,O,AP,,0.72161,12.07129,0.47258,0.15155,0.20445,0.10815,0.25539,0.36812,0.70171,12.134,A05.04.04.2017 COSMOTE ELLINIKA,
551,AP,Street,O,AP,,0.19173,6.94784,0.27783,0.11003,0.12314,0.06684,0.14632,0.18267,0.40169,6.974,,
552,AP,Street,O,AP,,0.1276,3.3973,0.19609,1.94158,0.07968,0.06034,0.09316,0.13879,0.26004,3.933,,
553,AP,Street,O,AP,,0.1142,4.39628,0.15676,0.37352,0.0762,0.19484,0.09737,0.12321,0.26947,4.432,,
554,AP,Street,O,AP,,0.25881,8.5185,0.25684,0.21932,0.14159,0.07328,0.17742,0.24926,0.49335,8.55,,
555,AP,Street,O,AP,,0.22404,7.71679,0.39776,0.10238,0.12736,0.06663,0.16032,0.26618,0.4462,7.751,,
556,AP,Street,O,R,,0.02561,0.03117,0.05783,0.03422,0.04648,0.13564,0.05847,0.22291,0.15849,0.324,A06.05.04.2017 COSMOTE VRISOULA,
557,AP,Street,O,R,,0.02556,0.03154,0.05833,0.03446,0.04931,0.10169,0.05881,0.22494,0.17518,0.322,,
558,AP,Street,O,R,,0.02569,0.0362,0.05826,0.03427,0.04713,0.12267,0.05878,0.17667,0.15881,0.289,,
559,AP,Street,O,R,,0.02559,0.0319,0.05811,0.03454,0.04678,0.20764,0.05905,0.18087,0.16109,0.337,,
560,AP,Street,O,R,,0.02545,0.03395,0.05828,0.03452,0.04675,0.21461,0.0589,0.17516,0.18409,0.35,,
561,AP,Street,O,R,,0.02511,0.02993,0.05752,0.03439,0.39489,0.0312,0.05851,0.07428,0.16519,0.446,A07.06.04.2017 COSMOTE TSAGARIO,
562,AP,Street,O,R,,0.02534,0.03039,0.05754,0.03465,0.65302,0.0287,0.05907,0.07253,0.16725,0.686,,
563,AP,Street,O,R,,0.02554,0.03049,0.05847,0.03444,0.29452,0.02961,0.05915,0.07203,0.15904,0.357,,
564,AP,Street,O,R,,0.02569,0.03037,0.0582,0.03431,0.06628,0.13572,0.0588,0.07492,0.16707,0.257,,
565,AP,Street,O,R,,0.02547,0.03028,0.05835,0.0345,0.05216,0.02769,0.05889,0.07194,0.15925,0.209,,
566,AP,Street,O,R,,0.02548,0.0304,0.05839,0.03421,0.05607,0.02349,0.05861,0.07369,0.16569,0.215,,
567,,Street,O,SU,,0.0254,0.03295,0.05798,0.0373,0.20375,0.28892,0.05877,0.5703,0.16128,0.697,A10.22.06.2017 COSMOTE ARXAIA OLYMPIA,
568,,Street,O,SU,,0.02544,0.04592,0.05822,0.03448,0.2926,0.47169,0.05888,0.35055,0.15989,0.684,,
569,,Street,O,SU,,0.02588,0.03462,0.05875,0.03449,0.1925,0.38435,0.05884,0.3002,0.15989,0.557,,
570,,Street,O,SU,,0.02549,0.05104,0.05835,0.03453,0.74848,1.09963,0.05876,1.06015,0.15932,1.712,,
571,,Street,O,SU,,0.02603,0.0514,0.05867,0.0346,0.28008,0.61201,0.05869,0.30605,0.16273,0.765,,
572,,Street,O,SU,,0.02576,0.05052,0.05851,0.03468,0.04958,0.03091,0.05897,0.0783,0.16311,0.218,,
573,,Street,O,R,,0.0255,0.04431,0.05868,0.03474,0.3362,0.93342,0.05899,0.63701,0.1993,1.2,A11.22.06.2017 COSMOTE PELOPIO,
574,,Street,O,R,,0.02581,0.0376,0.0585,0.03447,0.66402,1.60751,0.0588,0.72647,0.16007,1.894,,
575,,Street,O,R,,0.02529,0.05454,0.05857,0.03456,0.21041,0.49216,0.05889,0.35115,0.15998,0.669,,
576,,Street,O,R,,0.02594,0.03775,0.05841,0.03453,0.17627,0.29693,0.05882,0.33113,0.15957,0.514,,
577,,Street,O,R,,0.02566,0.03898,0.05838,0.03446,0.15703,0.24367,0.05879,0.24352,0.16248,0.424,,
578,,Street,O,R,,0.02619,0.03828,0.05816,0.03456,0.1965,0.40677,0.05836,0.43326,0.19675,0.664,,
579,,Street,O,R,,0.02533,0.0425,0.05875,0.03462,0.04905,0.04161,0.05903,0.09645,0.16071,0.223,,
580,,Street,O,R,,0.02582,0.03625,0.05823,0.03439,0.05771,0.08334,0.0585,0.11082,0.16596,0.245,,
581,,Street,O,U,,0.02569,0.03484,0.05859,0.03456,0.36641,0.47919,0.05923,0.57132,0.16057,0.852,A16.17.10.2017 COSMOTE TRIPOLI,
582,,Street,O,U,,0.03251,0.04044,0.07413,0.04369,1.00844,1.67463,0.07515,1.17646,0.20318,2.294,,
583,,Street,O,U,,0.02614,0.03594,0.05918,0.03496,0.831,1.358,0.0595,0.87202,0.16178,1.825,,
584,,Street,O,U,,0.02606,0.03445,0.05884,0.03495,0.41701,1.0155,0.05937,0.63342,0.16138,1.282,,
585,,Street,O,U,,0.02594,0.03345,0.0591,0.03487,0.19499,0.23479,0.05949,0.92062,0.16211,0.988,,
586,,Street,O,U,,0.02594,0.03324,0.0591,0.03488,0.37548,0.57127,0.0593,0.53106,0.16942,0.888,,
587,Oikeia,Street,O,U,,0.02625,0.0631,0.05886,0.03475,0.55815,1.48652,0.05983,1.34445,0.16184,2.09,A.004.22.02.2018-COSMOTE_L. MARATHONOS,
588,Oikeia,Street,O,U,,0.02824,0.13652,0.05902,0.03498,0.1975,0.41605,0.05988,0.60479,0.16462,0.795,,
589,Oikeia,RT,O,U,,0.03,0.19658,0.06187,0.03706,0.48965,1.44742,0.06235,1.17713,0.16988,1.949,,
590,Oikeia,Street,O,U,,0.02837,0.10844,0.06125,0.03618,0.17918,0.48877,0.06185,0.32906,0.16796,0.655,,
591,Oikeia,B,I,U,1F,0.02632,0.09534,0.05549,0.03731,0.09994,0.03427,0.06453,0.55647,0.15405,0.602,A.008.07.05.2018-COSMOTE_VRILISSIA,
592,Oikeia,B,I,U,1F,0.02758,0.13595,0.05625,0.03761,0.07121,0.04338,0.06523,0.80383,0.15514,0.84,,
593,Oikeia,Room,I,U,1F,0.02555,0.0829,0.05595,0.03707,0.05229,0.02476,0.06484,0.08517,0.19208,0.252,,
594,Oikeia,RT,O,U,,0.03354,0.36821,0.05662,0.041,0.23843,0.11769,0.06564,3.33014,0.15584,3.366,,
595,PK,B,I,U,2F,0.0366,0.43035,0.05439,0.0377,0.34495,0.51678,0.0651,0.923,0.14825,1.206,A.012.25.10.2018-COSMOTE_AXARNES,
596,PK,RT,O,SU,,0.0634,0.33542,0.13781,0.0921,3.2443,3.54799,0.16096,3.66625,0.38961,6.073,,
597,PK,RT,O,SU,,0.06258,0.49543,0.1211,0.08157,2.2536,2.81212,0.14112,3.47184,0.33453,5.044,,
598,PK,Street,O,SU,,0.02603,0.17099,0.05416,0.03722,0.38298,0.76837,0.06269,0.90341,0.14888,1.27,,
599,PK,B,I,SU,2F,0.05985,0.28535,0.12692,0.08436,2.72699,3.20065,0.14822,1.46375,0.35402,4.481,,
600,PK,Street,O,SU,,0.02957,0.21282,0.05419,0.0364,0.30601,0.47119,0.06264,0.51617,0.1493,0.812,,
601,PK,Street,O,SU,,0.02505,0.14053,0.05415,0.03722,0.20062,0.32273,0.06272,0.52292,0.14909,0.685,,
602,PK,Street,O,SU,,0.02588,0.2193,0.05468,0.0366,0.12803,0.16565,0.06296,0.38787,0.15001,0.523,,
603,PK,Street,O,SU,,0.02673,0.19257,0.05449,0.03623,0.05984,0.05072,0.06285,0.1148,0.15057,0.297,,
604,PK,Street,O,SU,,0.02411,0.09216,0.05444,0.03676,0.06322,0.03461,0.06293,0.07751,0.15002,0.226,,
605,PK,Street,O,SU,,0.02535,0.13817,0.05431,0.03633,0.06927,0.02865,0.06293,0.09692,0.1504,0.256,,
606,PK,Street,O,SU,,0.02472,0.12263,0.05432,0.03698,0.0625,0.04314,0.06288,0.1479,0.15541,0.275,,
607,PK,Street,O,SU,,0.02443,0.17326,0.05414,0.03681,0.12749,0.02923,0.06804,0.10044,0.15218,0.3,,
608,PK,Street,O,SU,,0.02472,0.11274,0.05455,0.03705,0.52984,0.44043,0.06311,0.38143,0.15221,0.815,,
609,PK,Street,O,SU,,0.02473,0.12299,0.05467,0.03658,0.07676,0.09071,0.06307,0.20037,0.15025,0.318,,
610,PK,Street,O,SU,,0.02443,0.11324,0.05435,0.03688,0.06658,0.03961,0.06305,0.16115,0.15016,0.276,,
611,PK,Street,O,SU,,0.02637,0.17701,0.0547,0.0364,0.18433,0.21873,0.06303,0.46976,0.15011,0.604,,
612,,Street,O,SU,,0.02597,0.03063,0.05832,0.03475,0.05882,0.04831,0.05915,0.12268,0.16409,0.24,A.001.22.02.2018-COSMOTE_TYMVOS MARATHONA,
613,,Street,O,R,,0.02561,0.03095,0.05831,0.03489,0.31089,0.23056,0.05916,1.17673,0.16069,1.253,,
614,,Street,O,R,,0.02678,0.03143,0.05875,0.03468,0.26204,0.37862,0.05927,1.01001,0.16262,1.126,,
615,,Street,O,R,,0.0258,0.03117,0.05852,0.03563,0.50162,0.91829,0.05929,0.83588,0.16159,1.353,A.002.22.02.2018-COSMOTE_MAKRINORTH,
616,,Street,O,R,,0.02546,0.03142,0.05868,0.03472,0.47913,1.29326,0.05931,1.71414,0.16054,2.208,,
617,,Street,O,R,,0.02605,0.03135,0.05876,0.03532,0.58277,1.42094,0.05948,0.5779,0.16526,1.652,,
618,,Street,O,R,,0.0262,0.032,0.05867,0.03626,0.23657,0.63241,0.05939,0.70877,0.16118,0.997,,
619,,Street,O,U,,0.03122,0.03787,0.07208,0.08952,0.17325,0.41218,0.07295,0.65938,0.20009,0.834,A.003.22.02.2018-COSMOTE_NEA MAKRI,
620,,Street,O,U,,0.0259,0.03139,0.05926,0.19305,0.26918,0.4076,0.05976,0.73791,0.16431,0.925,,
621,,Street,O,U,,0.0258,0.03143,0.05886,0.04666,0.07104,0.10121,0.05956,0.16087,0.16182,0.28,,
622,,Street,O,U,,0.02612,0.03125,0.05899,0.04095,0.05213,0.04309,0.05968,0.08761,0.16178,0.221,,
623,,Street,O,U,,0.02611,0.03109,0.05899,0.07662,0.07679,0.12252,0.05969,0.14817,0.1626,0.29,,
624,AP,Street,O,R,,0.02597,0.03256,0.05902,0.03511,0.81527,0.05684,0.05964,0.07796,0.26804,0.869,A.005.18.04.2018-COSMOTE_KASTANEA,
625,AP,Street,O,R,,0.02603,0.03382,0.05893,0.03505,0.84825,0.04993,0.05955,0.07757,0.22087,0.887,,
626,AP,Street,O,R,,0.02607,0.03305,0.05907,0.03493,0.75668,0.04714,0.05944,0.07517,0.23754,0.804,,
627,AP,Street,O,R,,0.0262,0.03105,0.05916,0.03504,0.32609,0.03938,0.05957,0.07395,0.37537,0.514,,
628,AP,Street,O,R,,0.02571,0.0312,0.05882,0.03486,0.51149,0.0474,0.05935,0.07704,0.19105,0.562,,
629,AP,Street,O,R,,0.02621,0.04447,0.05945,0.03526,0.07601,0.10449,0.06022,0.07323,0.16457,0.245,A.006.19.04.2018-COSMOTE_KARDITSA,
630,AP,Street,O,R,,0.02626,0.04131,0.05957,0.0352,0.07482,0.02468,0.06001,0.07298,0.16304,0.221,,
631,AP,Street,O,R,,0.02618,0.03283,0.05935,0.03504,0.07059,0.02546,0.05979,0.07281,0.16224,0.218,,
632,AP,Street,O,R,,0.0259,0.03104,0.05888,0.03491,0.07897,0.04541,0.05971,0.0965,0.16271,0.232,A.007.19.04.2018-COSMOTE_TRIKALA,
633,AP,Street,O,R,,0.02637,0.03095,0.05913,0.03508,0.06602,0.02612,0.05999,0.07342,0.18015,0.23,,
634,AP,Street,O,R,,0.02613,0.03133,0.0596,0.03536,0.0593,0.02879,0.06012,0.07446,0.16708,0.219,,
635,AP,Street,O,R,,0.02617,0.03105,0.0595,0.03513,0.07639,0.03361,0.06001,0.07428,0.16662,0.224,,
636,AP,Street,O,R,,0.0262,0.03114,0.05944,0.03501,0.08432,0.02705,0.05979,0.0729,0.1649,0.224,,
637,,Street,O,U,,0.02828,0.18287,0.05429,0.03582,0.05229,0.08363,0.06241,0.08103,0.1519,0.286,A.009.03.07.2018-COSMOTE_VYRONAS,
638,,Street,O,U,,0.03835,0.30429,0.05552,0.03613,0.05631,0.12967,0.06275,0.13161,0.15064,0.403,,
639,,Street,O,U,,0.03083,0.22121,0.05489,0.0363,0.05509,0.2616,0.06287,0.48267,0.15622,0.622,,
640,,Street,O,U,,0.04249,0.33044,0.0555,0.03625,0.06333,0.07939,0.06373,0.11625,0.15361,0.409,,
641,,Street,O,U,,0.03961,0.26719,0.05551,0.03695,0.4221,0.52412,0.06328,0.65708,0.35131,1.044,,
642,,Street,O,U,,0.09361,0.74592,0.06404,0.0372,0.41633,0.80836,0.06332,1.24947,0.46572,1.783,,
643,,Street,O,U,,0.03367,0.3644,0.05526,0.03647,0.21035,0.27134,0.06294,0.20813,0.17265,0.577,,
644,,Street,O,U,,0.03694,0.18889,0.05512,0.03632,0.05652,0.04785,0.06296,0.15213,0.15558,0.313,,
645,,Street,O,U,,0.04163,0.43438,0.05632,0.0362,0.10456,0.14973,0.06288,0.2227,0.18954,0.564,,
646,AP,Street,O,R,,0.02439,0.02886,0.05531,0.03675,0.101,0.1455,0.06416,0.17912,0.15352,0.311,A.010.04.07.2018-COSMOTE_PAXTOURI,
647,AP,Street,O,R,,0.02431,0.02904,0.05537,0.03667,0.07508,0.11544,0.06407,0.12433,0.15302,0.26,,
648,AP,Street,O,R,,0.02436,0.02909,0.05537,0.03674,0.05255,0.08658,0.0639,0.08594,0.15322,0.226,,
649,AP,Street,O,R,,0.02454,0.02911,0.0556,0.03666,0.05722,0.1,0.0644,0.06813,0.15354,0.227,,
650,AP,Street,O,AP,,0.02672,0.16935,0.08939,0.03604,0.61428,0.41017,0.06283,0.15658,0.14947,0.797,A.011.05.07.2018-COSMOTE_AKARNANIKA,
651,AP,Street,O,AP,,0.03874,0.44764,0.05579,0.03615,0.80543,0.30439,0.08221,0.55515,0.14929,1.134,,
652,AP,Street,O,AP,,0.07609,1.12321,0.05774,0.0361,1.6803,0.17179,0.06261,0.40639,0.1516,2.078,,
653,AP,Street,O,AP,,0.06622,0.79727,0.08626,0.04022,2.48042,0.44348,0.07026,0.77586,0.1679,2.763,,
654,AP,Street,O,AP,,0.10881,1.33086,0.08143,0.0413,2.18115,0.38114,0.07349,0.61806,0.17179,2.667,,
655,AP,Street,O,AP,,0.16854,1.9339,0.05611,0.03584,1.26053,0.21147,0.06233,0.33268,0.14825,2.354,,
656,AP,Street,O,AP,,0.08598,1.02392,0.07095,0.03583,1.58743,0.28267,0.06229,0.49738,0.14831,1.984,,
657,AP,Street,O,AP,,0.15225,1.76988,0.06748,0.03566,1.1872,0.14391,0.06201,0.24484,0.14728,2.163,,
658,AP,Street,O,AP,,0.1112,2.46814,0.0758,0.04833,1.89598,0.28447,0.08542,0.20968,0.201,3.143,,
659,AP,Street,O,AP,,0.07581,3.99377,0.13301,0.06839,2.37773,0.19183,0.12112,0.23846,0.28953,4.672,,
660,,Street,O,SU,,0.0248,0.13899,0.05317,0.03556,0.27657,0.38962,0.0617,0.33774,0.14625,0.626,A.013.06.11.2018-COSMOTE_SALAMINA,
661,,Street,O,SU,,0.02423,0.12936,0.05345,0.03577,0.90782,2.50947,0.06187,1.10204,0.14697,2.895,,
662,,Street,O,SU,,0.02385,0.05373,0.0537,0.03587,0.23998,0.42597,0.06308,0.49909,0.148,0.722,,
663,,Street,O,SU,,0.02434,0.09241,0.05372,0.03618,0.0677,0.08146,0.06238,0.13983,0.14824,0.265,,
664,,Street,O,SU,,0.02371,0.06637,0.0537,0.03558,0.05923,0.06333,0.06212,0.10934,0.1478,0.233,,
665,,Street,O,SU,,0.02397,0.09067,0.05365,0.03657,0.2692,0.49755,0.06265,0.38185,0.14785,0.71,,
666,,Street,O,SU,,0.02441,0.06715,0.05395,0.03561,0.04764,0.03401,0.06231,0.07856,0.14831,0.212,,
667,,Street,O,SU,,0.02353,0.04161,0.05372,0.03571,0.0465,0.03703,0.062,0.07948,0.14776,0.205,,
668,,Street,O,SU,,0.02396,0.03487,0.05364,0.03565,0.04763,0.029,0.06234,0.08018,0.14727,0.203,,
669,,Street,O,SU,,0.02432,0.02801,0.0539,0.03505,0.04343,0.02447,0.06234,0.0684,0.14741,0.196,,
670,,Street,O,SU,,0.02334,0.03128,0.05361,0.03576,0.04709,0.03813,0.06215,0.06991,0.14737,0.2,,
671,,Street,O,SU,,0.02358,0.03102,0.05388,0.03575,0.04526,0.02775,0.06218,0.13415,0.14809,0.229,,
672,,Street,O,SU,,0.02343,0.02929,0.05362,0.03557,0.0516,0.05391,0.0621,0.08119,0.14786,0.208,,
673,,Street,O,SU,,0.02367,0.05267,0.05417,0.03553,0.05127,0.05135,0.06222,0.09462,0.14773,0.218,,
674,,Street,O,SU,,0.02354,0.03466,0.05361,0.0356,0.34048,0.56928,0.06216,0.54894,0.65159,1.084,A.014.06.11.2018-COSMOTE_AMALIADA,
675,,Street,O,SU,,0.02363,0.03141,0.0538,0.0357,0.3298,0.62891,0.06222,0.6068,0.43784,1.036,,
676,,Street,O,SU,,0.0237,0.03398,0.05405,0.03564,0.21326,0.3174,0.06243,0.39636,0.22887,0.605,,
677,,Street,O,SU,,0.02331,0.032,0.05407,0.03575,0.35932,0.49212,0.0622,0.60974,0.23859,0.9,,
678,,Street,O,SU,,0.02384,0.0297,0.0538,0.0358,0.04713,0.03595,0.06246,0.09328,0.14966,0.21,,
679,,Street,O,SU,,0.02379,0.03058,0.05384,0.03572,0.04639,0.03088,0.06226,0.07332,0.17249,0.219,,
680,,Street,O,SU,,0.02368,0.03387,0.05402,0.03577,0.05309,0.04731,0.06241,0.08713,0.15488,0.215,,
681,,Street,O,SU,,0.02378,0.037,0.05379,0.03579,0.04742,0.04569,0.06232,0.08734,0.15122,0.212,,
682,,Street,O,SU,,0.02385,0.05157,0.05385,0.03575,0.04814,0.03689,0.06226,0.10246,0.15693,0.224,,
683,,Street,O,SU,,0.02375,0.05191,0.05399,0.03588,0.04438,0.0304,0.06245,0.0697,0.16665,0.217,,
684,,Street,O,SU,,0.0236,0.0299,0.05404,0.03572,0.05626,0.04132,0.06239,0.09073,0.2017,0.252,,
685,AP,Street,O,R,,0.02389,0.03669,0.05397,0.03585,0.05821,0.0339,0.06234,0.07673,0.16433,0.218,,
686,AP,Street,O,R,,0.02334,0.02923,0.0533,0.03543,0.08813,0.06971,0.16044,0.09057,0.14717,0.272,A.015.08.11.2018-COSMOTE_PALAIOPYRGOS,
687,AP,Street,O,R,,0.02372,0.02872,0.05358,0.03545,0.15248,0.15711,0.10269,0.08684,0.15682,0.31,,
688,AP,Street,O,R,,0.02335,0.03025,0.05387,0.03573,0.19694,0.09811,0.18945,0.13621,0.14785,0.361,,
689,AP,Street,O,R,,0.02373,0.02961,0.05374,0.03553,0.5607,0.05268,0.07032,0.09458,0.14761,0.599,,
690,AP,Street,O,R,,0.02332,0.03002,0.05344,0.03545,0.16702,0.11625,0.06376,0.13151,0.14684,0.3,,
691,AP,Street,O,R,,0.0235,0.02873,0.05363,0.03549,0.24857,0.12973,0.06975,0.13809,0.14702,0.36,,
692,Oikeia,Street,O,U,,0.02625,0.0631,0.05886,0.03475,0.55815,1.48652,0.05983,1.34445,0.16184,2.09,A.004.22.02.2018-COSMOTE_L. MARATHONOS,
693,Oikeia,Street,O,U,,0.02824,0.13652,0.05902,0.03498,0.1975,0.41605,0.05988,0.60479,0.16462,0.795,,
694,Oikeia,RT,O,U,,0.03,0.19658,0.06187,0.03706,0.48965,1.44742,0.06235,1.17713,0.16988,1.949,,
695,Oikeia,Street,O,U,,0.02837,0.10844,0.06125,0.03618,0.17918,0.48877,0.06185,0.32906,0.16796,0.655,,
696,Oikeia,B,I,U,1F,0.02632,0.09534,0.05549,0.03731,0.09994,0.03427,0.06453,0.55647,0.15405,0.602,A.008.07.05.2018-COSMOTE_VRILISSIA,
697,Oikeia,B,I,U,1F,0.02758,0.13595,0.05625,0.03761,0.07121,0.04338,0.06523,0.80383,0.15514,0.84,,
698,Oikeia,Room,I,U,1F,0.02555,0.0829,0.05595,0.03707,0.05229,0.02476,0.06484,0.08517,0.19208,0.252,,
699,Oikeia,RT,O,U,,0.03354,0.36821,0.05662,0.041,0.23843,0.11769,0.06564,3.33014,0.15584,3.366,,
700,PK,B,I,U,2F,0.0366,0.43035,0.05439,0.0377,0.34495,0.51678,0.0651,0.923,0.14825,1.206,A.012.25.10.2018-COSMOTE_AXARNES,
701,PK,RT,O,U,,0.0634,0.33542,0.13781,0.0921,3.2443,3.54799,0.16096,3.66625,0.38961,6.073,,
702,PK,RT,O,U,,0.06258,0.49543,0.1211,0.08157,2.2536,2.81212,0.14112,3.47184,0.33453,5.044,,
703,PK,Street,O,U,,0.02603,0.17099,0.05416,0.03722,0.38298,0.76837,0.06269,0.90341,0.14888,1.27,,
704,PK,B,I,U,2F,0.05985,0.28535,0.12692,0.08436,2.72699,3.20065,0.14822,1.46375,0.35402,4.481,,
705,PK,Street,O,U,,0.02957,0.21282,0.05419,0.0364,0.30601,0.47119,0.06264,0.51617,0.1493,0.812,,
706,PK,Street,O,U,,0.02505,0.14053,0.05415,0.03722,0.20062,0.32273,0.06272,0.52292,0.14909,0.685,,
707,PK,Street,O,U,,0.02588,0.2193,0.05468,0.0366,0.12803,0.16565,0.06296,0.38787,0.15001,0.523,,
708,PK,Street,O,U,,0.02673,0.19257,0.05449,0.03623,0.05984,0.05072,0.06285,0.1148,0.15057,0.297,,
709,PK,Street,O,U,,0.02411,0.09216,0.05444,0.03676,0.06322,0.03461,0.06293,0.07751,0.15002,0.226,,
710,PK,Street,O,U,,0.02535,0.13817,0.05431,0.03633,0.06927,0.02865,0.06293,0.09692,0.1504,0.256,,
711,PK,Street,O,U,,0.02472,0.12263,0.05432,0.03698,0.0625,0.04314,0.06288,0.1479,0.15541,0.275,,
712,PK,Street,O,U,,0.02443,0.17326,0.05414,0.03681,0.12749,0.02923,0.06804,0.10044,0.15218,0.3,,
713,PK,Street,O,U,,0.02472,0.11274,0.05455,0.03705,0.52984,0.44043,0.06311,0.38143,0.15221,0.815,,
714,PK,Street,O,U,,0.02473,0.12299,0.05467,0.03658,0.07676,0.09071,0.06307,0.20037,0.15025,0.318,,
